TYPE;CODE_INSEE;CODE_ORIG;NUM;NOM_ETABLISSEMENT;NUMÉRO_ET_LIBELLÉ_VOIE;LIEU_DIT;CODE_POSTAL;LIGNE_D_ACHEMINEMENT;PAYS_OU_DÉNOMINATION_TOM_COM;COORDONNÉES_X;COORDONNÉES_Y;NU_TEL;ADRESSE_MAIL
TGI;62041;1;153;Tribunal judiciaire d'Arras;PLACE DES ETATS D'ARTOIS;;62000;ARRAS;;2.776273;50.290277;0321515206;accueil-arras@justice.fr
CDAD;62041;9;58953;Conseil départemental d'accès au droit du Pas-de-Calais;PLACE DES ETATS D'ARTOIS;;62000;ARRAS;;2.776273;50.290277;0321518853;cdad-pas-de-calais@justice.fr
CPH;62041;1;1112;Conseil de Prud'hommes d'Arras;31 RUE SAINT-MICHEL;;62000;ARRAS;;2.784932;50.289488;0321603280;cph-arras@justice.fr
TBRTJ;62041;9;63664;Tribunal Paritaire des Baux Ruraux d'Arras;13 RUE ROGER SALENGRO;;62000;ARRAS;;2.768453;50.293681;0321716225;
TCO;62041;1;380;Tribunal de Commerce d'Arras;13 RUE ROGER SALENGRO;;62000;ARRAS;;2.768453;50.293681;0321510104;tc-arras@justice.fr
CPH;62193;1;1115;Conseil de Prud'hommes de Calais;15 PLACE CREVECOEUR;;62100;CALAIS;;1.859831;50.944615;0321360209;cph-calais@justice.fr
TBRTJ;62193;9;63670;Tribunal Paritaire des Baux Ruraux de Calais;15 PLACE CREVECOEUR;;62100;CALAIS;;1.859831;50.944615;0321363769;
TPRX;62193;9;62977;Tribunal de proximité de Calais;15 PLACE CREVECOEUR;;62100;CALAIS;;1.859831;50.944615;0321363769;tprx-calais@justice.fr
TBRTJ;62588;9;63674;Tribunal Paritaire des Baux Ruraux de Montreuil-sur-Mer;1 RUE DES CARMES;;62170;MONTREUIL SUR MER;;1.766577;50.46444;0321060696;
TPRX;62588;9;63034;Tribunal de proximité de Montreuil (62);1 RUE DES CARMES;;62170;MONTREUIL SUR MER;;1.766577;50.46444;0321060696;tprx-montreuil-sur-mer@justice.fr
TE;62160;1;2923;Tribunal pour Enfants de Boulogne-Sur-Mer;PLACE DE LA RESISTANCE;;62200;BOULOGNE SUR MER;;1.612623;50.725004;0321996100;
TGI;62160;1;155;Tribunal judiciaire de Boulogne-sur-Mer;PLACE DE LA RESISTANCE;;62200;BOULOGNE SUR MER;;1.612623;50.725004;0321996100;tj1-boulogne-sur-mer@justice.fr
CPH;62160;1;1114;Conseil de Prud'hommes de Boulogne-sur-Mer;166 RUE FAIDHERBE;;62200;BOULOGNE SUR MER;;1.605305;50.725254;0321308646;cph-boulogne-sur-mer@justice.fr
TBRTJ;62160;9;63668;Tribunal Paritaire des Baux Ruraux de Boulogne-sur-Mer;166 RUE FAIDHERBE;;62200;BOULOGNE SUR MER;;1.605305;50.725254;0321338222;
TCO;62160;1;381;Tribunal de Commerce de Boulogne-sur-Mer;16 RUE DE LA BARRIERE SAINT MICHEL;;62200;BOULOGNE SUR MER;;1.609805;50.726412;0321874767;tc-boulogne-sur-mer@justice.fr
CPH;62498;1;1116;Conseil de Prud'hommes de Lens;1 RUE ARTHUR LAMENDIN;;62300;LENS;;2.835068;50.429723;0321146180;cph-lens@justice.fr
TBRTJ;62498;9;63672;Tribunal Paritaire des Baux Ruraux de Lens;11 RUE DE L'HOSPICE;;62300;LENS;;2.834981;50.430254;0321135410;
TPRX;62498;9;63016;Tribunal de proximité de Lens;11 RUE DE L'HOSPICE;;62300;LENS;;2.834981;50.430254;0321135410;tprx-lens@justice.fr
TE;62119;1;2916;Tribunal pour Enfants de Béthune;PLACE LAMARTINE;;62400;BETHUNE;;2.638203;50.534834;0321687200;tgi-bethune@justice.fr
TGI;62119;1;154;Tribunal judiciaire de Béthune;PLACE LAMARTINE;;62400;BETHUNE;;2.638203;50.534834;0321687200;accueil-bethune@justice.fr
CPH;62119;1;1113;Conseil de Prud'hommes de Béthune;22 RUE D'AIRE;;62400;BETHUNE;;2.633171;50.537827;0321577390;cph-bethune@justice.fr
TBRTJ;62119;9;63666;Tribunal Paritaire des Baux Ruraux de Béthune;22 RUE D'AIRE;;62400;BETHUNE;;2.633171;50.537827;0321631430;
TGI;62765;1;156;Tribunal judiciaire de Saint-Omer;3 RUE DES TRIBUNAUX;;62500;ST OMER;;2.253435;50.748124;0321987970;accueil-st-omer@justice.fr
CCD;62765;9;67448;Cour Criminelle Départementale du Pas-de-Calais;3 RUE DES TRIBUNAUX;;62500;ST OMER;;2.253435;50.748124;03 21 98 79 70;
TE;63113;1;2939;Tribunal pour Enfants de Clermont-Ferrand;16 PLACE DE L'ETOILE;;63000;CLERMONT FERRAND;;3.079901;45.779771;0473317700;tj-clermont-ferrand@justice.fr
TGI;63113;1;157;Tribunal judiciaire de Clermont-Ferrand;16 PLACE DE L'ETOILE;;63000;CLERMONT FERRAND;;3.079901;45.779771;0473317700;tj-clermont-ferrand@justice.fr
CDAD;63113;9;58978;Conseil départemental d'accès au droit du Puy-de-Dôme;16 PLACE DE L'ETOILE;;63000;CLERMONT FERRAND;;3.079901;45.779771;0473317700;cdad-puy-de-dome@justice.fr
CPH;63113;1;1119;Conseil de Prud'hommes de Clermont-Ferrand;16 PLACE DE L'ETOILE;;63000;CLERMONT FERRAND;;3.079901;45.779771;0473317940;cph-clermont-ferrand@justice.fr
TA;63113;9;3947;Tribunal Administratif de Clermont-Ferrand;6 COURS SABLON;;63000;CLERMONT FERRAND;;3.090043;45.77627;0473146100;greffe.ta-clermont-ferrand@juradm.fr
TBRTJ;63113;9;63690;Tribunal Paritaire des Baux Ruraux de Clermont-Ferrand;16 PLACE DE L'ETOILE;;63000;CLERMONT FERRAND;;3.079901;45.779771;0473317890;
TCO;63113;1;386;Tribunal de Commerce de Clermont-Ferrand;40 RUE DE L'ANGE;;63000;CLERMONT FERRAND;;3.080757;45.77981;0473160160;
CA;63300;1;20;Cour d'Appel de Riom;2 BD CHANCELIER DE L'HOPITAL;;63200;RIOM;;3.116803;45.895948;0473632970;
CASS;63300;1;1988;Cour d'Assises du Puy-de-Dôme;2 BD CHANCELIER DE L'HOPITAL;;63200;RIOM;;3.116803;45.895948;0473632970;
CCD;63300;9;67450;Cour Criminelle Départementale du Puy-de-Dôme;2 BD CHANCELIER DE L'HOSPITAL;;63200;RIOM;;3.116803;45.895948;04 73 63 29 70;
CPH;63300;1;1120;Conseil de Prud'hommes de Riom;RUE JEAN DE BERRY;;63200;RIOM;;3.116705;45.894783;0473384085;cph-riom@justice.fr
TBRTJ;63300;9;63692;Tribunal Paritaire des Baux Ruraux de Riom;RUE JEAN DE BERRY;;63200;RIOM;;3.116705;45.894783;0473337080;
TPRX;63300;9;63054;Tribunal de proximité de Riom;RUE JEAN DE BERRY;;63200;RIOM;;3.116705;45.894783;0473337080;tprx-riom@justice.fr
TBRTJ;63430;9;63694;Tribunal Paritaire des Baux Ruraux de Thiers;6 PLACE SAINT-GENES;;63300;THIERS;;3.54407;45.856712;0473802212;
TPRX;63430;9;63069;Tribunal de proximité de Thiers;6 PLACE SAINT-GENES;;63300;THIERS;;3.547996;45.853771;0473802212;tprx-thiers@justice.fr
TE;64445;1;2958;Tribunal pour Enfants de Pau;PLACE DE LA LIBERATION;;64000;PAU;;-0.371559;43.297865;0559824600;
TGI;64445;1;160;Tribunal judiciaire de Pau;PLACE DE LA LIBERATION;;64000;PAU;;-0.371559;43.297865;0547053400;tj-pau@justice.fr
CA;64445;1;21;Cour d'Appel de Pau;PLACE DE LA LIBERATION;;64000;PAU;;-0.371559;43.297865;0547053401;
CASS;64445;1;1993;Cour d'Assises des Pyrénées-Atlantiques;PLACE DE LA LIBERATION;;64000;PAU;;-0.371559;43.297865;0559824715;
CCD;64445;9;64160;Cour Criminelle Départementale des Pyrénées-Atlantiques;PLACE DE LA LIBERATION;;64000;PAU;;-0.371559;43.297865;0559824715;
CDAD;64445;9;59020;Conseil départemental d'accès au droit des PyrénéesAtlantiques;3 RUE FAGET DE BAURE;;64000;PAU;;-0.372457;43.298422;0559980765;Cdad64@wanadoo.fr
CPH;64445;1;1124;Conseil de Prud'hommes de Pau;6 PLACE MARGUERITE LABORDE;;64000;PAU;;-0.367834;43.300209;0547053400;cph-pau@justice.fr
TA;64445;9;3950;Tribunal Administratif de Pau;50 COURS LYAUTEY;;64000;PAU;;-0.364445;43.307567;0559849440;greffe.ta-pau@juradm.fr
TBRTJ;64445;9;63704;Tribunal Paritaire des Baux Ruraux de Pau;6 RUE MOUROT;;64000;PAU;;-0.371616;43.298765;0559823900;
TCO;64445;1;392;Tribunal de Commerce de Pau;3 RUE DUPLAA;;64000;PAU;;-0.372815;43.2996;0559986060;
TE;64102;1;2951;Tribunal pour Enfants de Bayonne;AVENUE DE LA LEGION TCHEQUE;;64100;BAYONNE;;-1.488194;43.49296;0559445400;
TGI;64102;1;159;Tribunal judiciaire de Bayonne;AVENUE DE LA LEGION TCHEQUE;;64100;BAYONNE;;-1.488194;43.49296;0559445400;accueil-bayonne@justice.fr
CPH;64102;1;1122;Conseil de Prud'hommes de Bayonne;10 RUE VILLE EN BOIS;;64100;BAYONNE;;-1.485946;43.491404;0559593221;cph-bayonne@justice.fr
TBRTJ;64102;9;63700;Tribunal Paritaire des Baux Ruraux de Bayonne;AVENUE DE LA LEGION TCHEQUE;;64100;BAYONNE;;-1.488194;43.49296;0559445480;
TCO;64102;1;390;Tribunal de Commerce de Bayonne;1 AVENUE MARIE ANNE DE NEUBOURG;;64100;BAYONNE;;-1.484761;43.493488;0559463300;
TBRTJ;64422;9;63702;Tribunal Paritaire des Baux Ruraux d'Oloron-Sainte-Marie;PLACE MENDIONDOU;;64400;OLORON STE MARIE;;-0.607142;43.192306;0547053400;
TPRX;64422;9;63040;Tribunal de proximité d'Oloron-Sainte-Marie;PLACE MENDIONDOU;;64400;OLORON STE MARIE;;-0.607142;43.192306;0547053390;tprx-oloron-ste-marie@justice.fr
TGI;65440;1;161;Tribunal judiciaire de Tarbes;6 BIS RUE DU MARECHAL FOCH;;65000;TARBES;;0.078184;43.232101;0581750350;tj-tarbes@justice.fr
TE;65440;1;2967;Tribunal pour Enfants de Tarbes;RUE DU MARECHAL FOCH;;65000;TARBES;;0.078184;43.232101;0562517700;
CASS;65440;9;581;Cour d'Assises des Hautes-Pyrénées;RUE DU MARECHAL FOCH;;65000;TARBES;;0.078184;43.232101;0562517700;
CCD;65440;9;67415;Cour Criminelle Départementale des Hautes-Pyrénées;RUE DU MARECHAL FOCH;;65000;TARBES;;0.078184;43.232101;05 62 51 77 00;
CDAD;65440;9;59034;Conseil départemental d'accès au droit des HautesPyrénées;6 BIS RUE DU MARECHAL FOCH;;65000;TARBES;;0.078184;43.232101;0562349673;cdad65@orange.fr
CPH;65440;1;1125;Conseil de Prud'hommes de Tarbes;6 BIS RUE DU MARECHAL FOCH;;65000;TARBES;;0.0749959;43.232251;0581750350;cph-tarbes@justice.fr
TBRTJ;65440;9;63706;Tribunal Paritaire des Baux Ruraux de Tarbes;6 BIS RUE DU MARECHAL FOCH;;65000;TARBES;;0.078184;43.232101;0562517755;
TCO;65440;1;394;Tribunal de Commerce de Tarbes;SQUARE MAURICE TRELUT;;65000;TARBES;;0.075401;43.232802;0562517777;
TE;66136;1;2976;Tribunal pour Enfants de Perpignan;PLACE ARAGO;;66000;PERPIGNAN;;2.89234;42.698443;0430196100;
TGI;66136;1;162;Tribunal judiciaire de Perpignan;PLACE ARAGO;;66000;PERPIGNAN;;2.89234;42.698443;0430196100;accueil-perpignan@justice.fr
CASS;66136;9;579;Cour d'Assises des Pyrénées-Orientales;PLACE ARAGO;;66000;PERPIGNAN;;2.89234;42.698443;0468619696;
CCD;66136;9;67467;Cour Criminelle Départementale des Pyrénées-Orientales;PLACE ARAGO;;66000;PERPIGNAN;;2.89234;42.698443;0468619696;
CDAD;66136;9;59022;Conseil départemental d'accès au droit des Pyrénées Orientales;PLACE ARAGO;;66000;PERPIGNAN;;2.89234;42.698443;0468663456;aj1.tgi-perpignan@justice.fr
CPH;66136;1;1126;Conseil de Prud'hommes de Perpignan;13-15 COURS ESCARGUEL;;66000;PERPIGNAN;;2.888712;42.695913;0468519620;cph-perpignan@justice.fr
TBRTJ;66136;9;63533;Tribunal Paritaire des Baux Ruraux de Perpignan;5 BOULEVARD DES PYRENEES;;66000;PERPIGNAN;;2.888445;42.696467;0430196173;
TCO;66136;1;395;Tribunal de Commerce de Perpignan;4 RUE ANDRE BOSCH;;66000;PERPIGNAN;;2.888929;42.6966;0468342433;
TE;67482;1;2992;Tribunal pour Enfants de Strasbourg;1 QUAI FINKMATT;;67000;STRASBOURG;;7.746781;48.587135;0388752757/6/8/2981;
CASS;67482;9;576;Cour d'Assises du Bas-Rhin;1 QUAI FINKMATT;;67000;STRASBOURG;;7.746781;48.587135;0388752727;
CCD;67482;9;67391;Cour Criminelle Départementale du Bas-Rhin;1 QUAI FINKMATT;;67000;STRASBOURG;;7.746781;48.587135;03 88 75 27 27;
CDAD;67482;9;59033;Conseil départemental d'accès au droit du Bas-Rhin;QUAI FINKMATT;;67000;STRASBOURG;;7.747512;48.587265;0388752891;cdad-bas-rhin@justice.fr
CPH;67482;1;1132;Conseil de Prud'hommes de Strasbourg;19 AVENUE DE LA PAIX - SIMONE VEIL;;67000;STRASBOURG;;7.755455;48.589855;0388767070;cph-strasbourg@justice.fr
TA;67482;9;3951;Tribunal Administratif de Strasbourg;31 AVENUE DE LA PAIX;;67000;STRASBOURG;;7.756597;48.591606;0388212323;greffe.ta-strasbourg@juradm.fr
TBRTJ;67482;9;63720;Tribunal Paritaire des Baux Ruraux de Strasbourg;45 RUE DU FOSSE DES TREIZE;;67000;STRASBOURG;;7.745945;48.590204;0388155900;
TGI;67482;1;164;Tribunal judiciaire de Strasbourg;QUAI FINKMATT;;67000;STRASBOURG;;7.746781;48.587135;0388752727;accueil-strasbourg@justice.fr
TBRTJ;67300;9;63712;Tribunal Paritaire des Baux Ruraux de Molsheim;3 RUE MARECHAL KELLERMANN;;67120;MOLSHEIM;;7.494462;48.541238;0388497249;
TPRX;67300;9;63029;Tribunal de proximité de Molsheim;3 RUE MARECHAL KELLERMANN;;67120;MOLSHEIM;;7.494462;48.541238;0388497249;tprx-molsheim@justice.fr
CPH;67447;1;1130;Conseil de Prud'hommes de Schiltigheim;10 RUE DU TRIBUNAL;;67300;SCHILTIGHEIM;;7.754638;48.603229;0388334757;cph-schiltigheim@justice.fr
TBRTJ;67447;9;63716;Tribunal Paritaire des Baux Ruraux de Schiltigheim;10 RUE DU TRIBUNAL;;67300;SCHILTIGHEIM;;7.754638;48.603229;0388192782;
TPRX;67447;9;63062;Tribunal de proximité de Schiltigheim;10 RUE DU TRIBUNAL;;67300;SCHILTIGHEIM;;7.754638;48.603229;0388192780;tprx-schiltigheim@justice.fr
TBRTJ;67218;9;63710;Tribunal Paritaire des Baux Ruraux d'Illkirch-Graffenstaden;144 A ROUTE DE LYON;;67400;ILLKIRCH GRAFFENSTADEN;;7.714602;48.531485;0388553310;
TPRX;67218;9;63011;Tribunal de proximité d'Illkirch-Graffenstaden;144 A ROUTE DE LYON;;67400;ILLKIRCH GRAFFENSTADEN;;7.714602;48.531485;0388553310;tprx-illkirch-graffenstaden@justice.fr
CPH;67180;1;1127;Conseil de Prud'hommes d'Haguenau;41 RUE DE LA REDOUTE;;67500;HAGUENAU;;7.787103;48.810307;0369165000;cph-haguenau@justice.fr
TBRTJ;67180;9;63708;Tribunal Paritaire des Baux Ruraux d'Haguenau;23 RUE DE LA REDOUTE;;67500;HAGUENAU;;7.781833;48.806182;0369165000;
TPRX;67180;9;63009;Tribunal de proximité d'Haguenau;41 RUE DE LA REDOUTE;;67500;HAGUENAU;;7.781694;48.806723;0369165000;accueil-haguenau@justice.fr
TBRTJ;67462;9;63718;Tribunal Paritaire des Baux Ruraux de Sélestat;17 ALLEE DE LA 1ERE ARMEE;;67600;SELESTAT;;7.450651;48.26049;0388574050;
TPRX;67462;9;63064;Tribunal de proximité de Sélestat;17 ALLEE DE LA 1ERE ARMEE;;67600;SELESTAT;;7.450651;48.26049;0388574050;tprx-selestat@justice.fr
TE;67437;9;18368;Tribunal pour Enfants de Saverne;7 RUE DU TRIBUNAL;;67700;SAVERNE;;7.365228;48.740553;0388716180;
TGI;67437;1;163;Tribunal judiciaire de Saverne;7 RUE DU TRIBUNAL;;67700;SAVERNE;;7.365228;48.740553;0388716151;accueil-saverne@justice.fr
CPH;67437;1;1129;Conseil de Prud'hommes de Saverne;9 RUE FRANCOIS CARABIN;;67700;SAVERNE;;7.375128;48.733058;0388011924;cph-saverne@justice.fr
TBRTJ;67437;9;63714;Tribunal Paritaire des Baux Ruraux de Saverne;7 RUE DU TRIBUNAL;;67700;SAVERNE;;7.365228;48.740553;0388716151;
TE;68066;1;3000;Tribunal pour Enfants de Colmar;PLACE DU MARCHE AUX FRUITS;;68000;COLMAR;;7.358328;48.075487;0389205600;
TGI;68066;1;165;Tribunal judiciaire de Colmar;PLACE DU MARCHE AUX FRUITS;;68000;COLMAR;;7.358328;48.075487;0389205600;tj1-colmar@justice.fr
CA;68066;1;22;Cour d'Appel de Colmar;9 AVENUE RAYMOND POINCARE;;68000;COLMAR;;7.350833;48.071358;0389208900;
CASS;68066;1;1998;Cour d'Assises du Haut-Rhin;9 AVENUE RAYMOND POINCARE;;68000;COLMAR;;7.350833;48.071358;0389208900/77;
CCD;68066;9;67420;Cour Criminelle Départementale du Haut-Rhin;9 AVENUE RAYMOND POINCARE;;68000;COLMAR;;7.350833;48.071358;0389208900/77;
CDAD;68066;9;58979;Conseil départemental d'accès au droit du Haut-Rhin;PLACE DU MARCHE AUX FRUITS;;68000;COLMAR;;7.358328;48.075487;0389205600;cdad-haut-rhin@justice.fr
CPH;68066;1;1134;Conseil de Prud'hommes de Colmar;3 RUE DES PRETRES;;68000;COLMAR;;7.358784;48.078096;0389202390;cph-colmar@justice.fr
TBRTJ;68066;9;63722;Tribunal Paritaire des Baux Ruraux de Colmar;10 RUE DES AUGUSTINS;;68000;COLMAR;;7.357028;48.076251;0389244524;
TGI;68224;1;166;Tribunal judiciaire de Mulhouse;21 AVENUE ROBERT SCHUMAN;;68100;MULHOUSE;;7.342428;47.752309;0389362500;accueil-mulhouse@justice.fr
TE;68224;1;3008;Tribunal pour Enfants de Mulhouse;44 AVENUE ROBERT SCHUMAN;;68100;MULHOUSE;;7.344372;47.753184;0389661044;
CPH;68224;1;1136;Conseil de Prud'hommes de Mulhouse;12 RUE COEHORN;;68100;MULHOUSE;;7.337649;47.758011;0369217373;cph-mulhouse@justice.fr
TBRTJ;68224;9;63724;Tribunal Paritaire des Baux Ruraux de Mulhouse;44 AVENUE ROBERT SCHUMAN;;68100;MULHOUSE;;7.344372;47.753184;0389354242;
TBRTJ;68112;9;63728;Tribunal Paritaire des Baux Ruraux de Guebwiller;1 PLACE SAINT-LEGER;;68500;GUEBWILLER;;7.20861;47.911836;0389621720;
TPRX;68112;9;63007;Tribunal de proximité de Guebwiller;1 PLACE SAINT-LEGER;;68500;GUEBWILLER;;7.20861;47.911836;0389621720;accueil.tprx-guebwiller@justice.fr
TBRTJ;68334;9;63726;Tribunal Paritaire des Baux Ruraux de Thann;41 PLACE DU ML DE LATTRE DE TASSIGNY;;68800;THANN;;7.097367;47.813113;0389370848;
TPRX;68334;9;63068;Tribunal de proximité de Thann;41 PLACE DU ML DE LATTRE DE TASSIGNY;;68800;THANN;;7.097367;47.813113;0389370848;tprx-thann@justice.fr
TE;69383;1;3015;Tribunal pour Enfants de Lyon;67 RUE SERVIENT;;69003;LYON;;4.84783;45.76043;0472607012;
TGI;69383;1;167;Tribunal judiciaire de Lyon;67 RUE SERVIENT;;69003;LYON;;4.84783;45.76043;0472607012;tj-lyon@justice.fr
CAA;69383;9;6135;Cour Administrative d'Appel de Lyon;184 RUE DUGUESCLIN;;69003;LYON;;4.848192;45.762683;0478141111;greffe.caa-lyon@juradm.fr
CDAD;69383;9;59001;Conseil départemental d'accès au droit du Rhône;67 RUE SERVIENT;;69003;LYON;;4.84783;45.76043;0472607048;cdad-rhone@justice.fr
CPH;69383;1;1138;Conseil de Prud'hommes de Lyon;20 BOULEVARD EUGENE DERUELLE;;69003;LYON;;4.853962;45.76282;0472847100;cph-lyon@justice.fr
TA;69383;9;3953;Tribunal Administratif de Lyon;184 RUE DUGUESCLIN;;69003;LYON;;4.848192;45.762683;0478141010;greffe.ta-lyon@juradm.fr
TAE;69383;9;79912;Tribunal des activités économiques de Lyon;44 RUE DE BONNEL;;69003;LYON;;4.8476;45.761685;0472606980;
TBRTJ;69383;9;63744;Tribunal Paritaire des Baux Ruraux de Lyon;67 RUE SERVIENT;;69003;LYON;;4.84783;45.76043;0472607575;
CA;69385;1;23;Cour d'Appel de Lyon;1 RUE DU PALAIS DE JUSTICE;;69005;LYON;;4.828191;45.762253;0472773030;
CASS;69385;1;2003;Cour d'Assises du Rhône;1 RUE DU PALAIS DE JUSTICE;;69005;LYON;;4.828191;45.762253;0472773030;
CCD;69385;9;67451;Cour Criminelle Départementale du Rhône;1 RUE DU PALAIS DE JUSTICE;;69005;LYON;;4.828191;45.762253;04 72 77 30 30;
TBRTJ;69266;9;63748;Tribunal Paritaire des Buraux Ruraux de Villeurbanne;3 RUE DU DR PIERRE FLEURY PAPILLON;;69100;VILLEURBANNE;;4.883219;45.764346;0472138300;
TPRX;69266;9;63077;Tribunal de proximité de Villeurbanne;3 RUE DU DR PIERRE FLEURY PAPILLON;;69100;VILLEURBANNE;;4.883219;45.764346;0472138300;tprx-villeurbanne@justice.fr
TE;69264;1;3022;Tribunal pour Enfants de Villefranche-sur-Saône;350 BOULEVARD GAMBETTA;;69400;VILLEFRANCHE SUR SAONE;;4.715227;45.992992;0474656363;
TGI;69264;1;168;Tribunal judiciaire de Villefranche-sur-Saône;350 BOULEVARD GAMBETTA;;69400;VILLEFRANCHE SUR SAONE;;4.715227;45.992992;0474656363;tj-villefranche-sur-saone@justice.fr
CPH;69264;1;1139;Conseil de Prud'hommes de Villefranche-sur-Saône;350 BOULEVARD GAMBETTA;;69400;VILLEFRANCHE SUR SAONE;;4.715227;45.992992;0474656363;accueil.cph-villefranche-sur-saone@justice.fr
TBRTJ;69264;9;63746;Tribunal Paritaire des Baux Ruraux de Villefranche-sur-Saône;350 BOULEVARD GAMBETTA;;69400;VILLEFRANCHE SUR SAONE;;4.715227;45.992992;0474657699;
TCO;69264;1;398;Tribunal de Commerce de Villefranche-Tarare;350 BOULEVARD GAMBETTA;;69400;VILLEFRANCHE SUR SAONE;;4.715227;45.992992;0474090286;
TGI;70550;1;170;Tribunal judiciaire de Vesoul;4 PLACE DU PALAIS;;70000;VESOUL;;6.157891;47.623658;0384785800;accueil-vesoul@justice.fr
TE;70550;1;3038;Tribunal pour Enfants de Vesoul;PLACE DU PALAIS;;70000;VESOUL;;6.158005;47.62378;0384785800;
CASS;70550;9;574;Cour d'Assises de la Haute-Saône et du Territoire de Belfort;PLACE DU PALAIS;;70000;VESOUL;;6.158005;47.62378;0384785800;
CCD;70550;9;67416;Cour Criminelle Départementale de la Haute-Saône et du Territoire de Belfort;PLACE DU PALAIS;;70000;VESOUL;;6.158005;47.62378;03 84 78 58 00;
CDAD;70550;9;59043;Conseil départemental d'accès au droit de la Haute Saône;4 PLACE DU PALAIS;;70000;VESOUL;;6.157891;47.623658;0384785821;cdad-ht-saone@justice.fr
CPH;70550;1;1141;Conseil de Prud'hommes de Vesoul;20 Rue Didon;;70000;VESOUL;;6.149481;47.61528;0384760776;cph-vesoul@justice.fr
TBRTJ;70550;9;63462;Tribunal Paritaire des Baux Ruraux de Vesoul;14 PLACE DU 11EME CHASSEURS;;70000;VESOUL;;6.151421;47.620689;0384785800;
TCO;70550;9;19321;Tribunal de Commerce de Vesoul;20 RUE DIDON;;70000;VESOUL;;6.149377;47.615237;0384758270;
CPH;70310;1;1140;Conseil de Prud'hommes de Lure;60 AVENUE DE LA REPUBLIQUE;;70200;LURE;;6.494609;47.686428;0384302241;cph-lure@justice.fr et accueil-lure@justice.fr
TPRX;70310;9;63019;Tribunal de proximité de Lure;60 AVENUE DE LA REPUBLIQUE;;70200;LURE;;6.494609;47.686428;0384302241;accueil-lure@justice.fr
TE;71270;1;3054;Tribunal pour Enfants de Mâcon;8 RUE DE LA PREFECTURE;;71000;MACON;;4.832441;46.307673;0385399200;
TGI;71270;1;172;Tribunal judiciaire de Mâcon;8 RUE DE LA PREFECTURE;;71000;MACON;;4.832441;46.307673;0385399200;accueil-macon@justice.fr
CDAD;71270;9;59002;Conseil départemental d'accès au droit de la Saône-et-Loire;8 RUE DE LA PREFECTURE;;71000;MACON;;4.832441;46.307673;0385399206;cdad-saone-et-loire@justice.fr
CPH;71270;1;1145;Conseil de Prud'hommes de Mâcon;11 COURS MOREAU;;71000;MACON;;4.832843;46.308967;0385210030;cph-macon@justice.fr
TBRTJ;71270;9;63445;Tribunal Paritaire des Baux Ruraux de Mâcon;8 RUE DE LA PREFECTURE;;71000;MACON;;4.832441;46.307673;0385399240;
TCO;71270;1;405;Tribunal de Commerce de Mâcon;9 COURS MOREAU;;71000;MACON;;4.833152;46.309159;0385380485;rcs@greffe-tc-macon.fr
TE;71076;1;3047;Tribunal pour Enfants de Chalon-sur-Saône;RUE EMILAND MENAND;;71100;CHALON SUR SAONE;;4.854185;46.784815;0385937700;
TGI;71076;1;171;Tribunal judiciaire de Chalon-sur-Saône;RUE EMILAND MENAND;;71100;CHALON SUR SAONE;;4.854185;46.784815;0385937700;tj-chalon-sur-saone@justice.fr
CASS;71076;9;572;Cour d'Assises de la Saône-et-Loire;RUE EMILAND MENAND;;71100;CHALON SUR SAONE;;4.854185;46.784815;0385937700;
CCD;71076;9;67452;Cour Criminelle Départementale de la Saône-et-Loire;RUE EMILAND-MENAND;;71100;CHALON SUR SAONE;;4.854185;46.784815;03 85 93 77 00;
CPH;71076;1;1143;Conseil de Prud'hommes de Chalon-sur-Saône;4 RUE EMILAND MENAND;;71100;CHALON SUR SAONE;;4.85346;46.784789;0345778213;cph-chalon-sur-saone@justice.fr
TBRTJ;71076;9;63441;Tribunal Paritaire des Baux Ruraux de Chalon-sur-Saône;4 RUE EMILAND MENAND;;71100;CHALON SUR SAONE;;4.85346;46.784789; 0385937700;
TCO;71076;1;401;Tribunal de Commerce de Chalon-sur-Saône;4 RUE EMILAND MENAND;;71100;CHALON SUR SAONE;;4.85346;46.784789;0385900780;
TBRTJ;71153;9;63443;Tribunal Paritaire des Baux Ruraux du Creusot;20 RUE DE LA CHAISE;;71200;LE CREUSOT;;4.426992;46.805047;0385551016;
TPRX;71153;9;62989;Tribunal de proximité du Creusot;20 RUE DE LA CHAISE;;71200;LE CREUSOT;;4.426992;46.805047;0385551016;accueil-le-creusot@justice.fr
TE;72181;1;3063;Tribunal pour Enfants du Mans;1 AVENUE PIERRE MENDES-FRANCE;;72000;LE MANS;;0.199783;48.007;0243837801;
TGI;72181;1;173;Tribunal judiciaire du Mans;1 AVENUE PIERRE MENDES-FRANCE;;72000;LE MANS;;0.199783;48.007;0243837700;tj-le-mans@justice.fr
CASS;72181;9;570;Cour d'Assises de la Sarthe;1 AVENUE PIERRE MENDES-FRANCE;;72000;LE MANS;;0.199783;48.007;0243837700;
CCD;72181;9;67453;Cour Criminelle Départementale de la Sarthe;1 AVENUE PIERRE MENDES-FRANCE;;72000;LE MANS;;0.199783;48.007;02 43 83 77 00;
CDAD;72181;9;58996;Conseil départemental d'accès au droit de Sarthe;1 AVENUE PIERRE MENDES-FRANCE;;72000;LE MANS;;0.199783;48.007;0272911014;cdad72@gmail.com
